unknotdb-bidirectional-frontier-v0
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
limits	8	8	4	2	512	16	5	12	1
attempt	7	96b0bfc9dc3ff470d7c1affed20577b034dc81d232ee71ece1719b88dd94a702	1	554b5030010000000200000008000000000000000300000030000000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	b9ab822d6b816497655d432dd27c203cce1e58a8217a028cb9e51f989155d05b	554b50300100000005000000030000003000000001000000000000a006000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	8	96b0bfc9dc3ff470d7c1affed20577b034dc81d232ee71ece1719b88dd94a702	1	554b5030010000000200000008000000000000000300000030001000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	c25aecaa094783866e0d458493c0578944b3b756c1cc5c9079dc4f31c8343acb	554b50300100000003000000030000003000100000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	9	96b0bfc9dc3ff470d7c1affed20577b034dc81d232ee71ece1719b88dd94a702	1	554b5030010000000200000008000000000000001300000010001000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	2ac805107b68540404b7fb29237ad7a9724e5fd2f676301bd24c39d0988820f8	554b50300100000003000000130000001000100010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	10	96b0bfc9dc3ff470d7c1affed20577b034dc81d232ee71ece1719b88dd94a702	1	554b5030010000000200000008000000000000001300000020000000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	837f3767b02d51bf68e2925c5d6cb514388a3326d98ad015c3a5711f662f33b2	554b50300100000006000000130000002000000001000000000000a001000000000000a005000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	11	96b0bfc9dc3ff470d7c1affed20577b034dc81d232ee71ece1719b88dd94a702	1	554b5030010000000200000008000000000000001300000020001000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	31eb28c71c2e4ad831753b93c2211901b10b6e9924e5f12f42dfe05522df28b1	554b50300100000005000000130000002000100001000000000000a006000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	12	96b0bfc9dc3ff470d7c1affed20577b034dc81d232ee71ece1719b88dd94a702	1	554b5030010000000200000008000000000000001300000030000000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	b2c063cf417ddb38abc988c2b0931cadab6842f1cdc05f487404a60634189f1b	554b50300100000005000000230000003000100002000000000000a005000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	13	96b0bfc9dc3ff470d7c1affed20577b034dc81d232ee71ece1719b88dd94a702	1	554b5030010000000200000008000000000000001300000030001000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	9e98558a41c95034dd1cdb5aae1af3fe430accbd490be214a15443e8209e2081	554b50300100000005000000130000003000100001000000000000a006000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	14	96b0bfc9dc3ff470d7c1affed20577b034dc81d232ee71ece1719b88dd94a702	1	554b5030010000000200000008000000000000002300000010000000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	a45f535aca986517ce4a3ce0e7e53652044ca4bd6f8420d18f91353a95d771c2	554b50300100000003000000230000001000000020000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	15	96b0bfc9dc3ff470d7c1affed20577b034dc81d232ee71ece1719b88dd94a702	1	554b5030010000000200000008000000000000002300000010001000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	00cd794384f1aaff6f553a299c7816df1ce88e81bc7b6fd5ff29a0a1e359544e	554b50300100000005000000230000001000100002000000000000a005000000000000a020000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
seed	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	4	5
unknotdb-frontier-manifest-v1
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
policy_limits	8	4
scramble_limits	2	512	16	5	12	1	1
enumeration	512	1	1
attempt	ordinal	target_key	scramble_cc	scramble_program	stop_reason	stopping_key	audit_sha256	inverse_edge_program	disposition
attempt	0	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000000500000000000000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	8466b9fbe38fd01a98f9449317f128bc110cfa8648474a5bf0799b26c29bd8f5	554b50300100000003000000590000000000000004000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	1	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000000600000000000000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	58c8e069ac11d3b6d2524209f3d8283a0719032e60f634b5e19d151d7f233792	554b50300100000004000000090000000000100001000000000000a004000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	2	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000000100000000000000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	b25cdd61a277fb65316c7c01c6d97d397bd765230b5baae7a2f204426e889421	554b50300100000003000000410000000000000004000000000000a00800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	3	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000004100000000000000	PreferredCrossingChange	62c993ebe2839e25705f7ec7f75c1019de4482bd6426db2a5107f5dd0fe75229	36be8d24c3861d02d5f8ee77b4542db4abdb0e3b5d71ab68dbc59250230c3042	554b50300100000003000000010000000000000001000000000000a00800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	4	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000002200000000000000	PreferredCrossingChange	176a3d932ddba19ebf951fc4ba6567b5e85e68b5c37171f58ad444c1a435f0a7	9e29286d6bd589cd510c67a183ad209b4ac5f0e492632833921dac35dea69bd7	554b5030010000000200000022000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	5	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000000300000010000000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	79cd2da284777a6d66654cf93d54a0ce64edf2ee2e6b4ac120c6cd5e4bff84de	554b50300100000005000000030000001000000001000000000000a006000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	6	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000000300000010001000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	908b73bd5a5623890c1b28e92cd8def27ce820ac279edb22c2de1807052149a0	554b50300100000003000000030000001000100000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	7	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000000300000020000000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	f0f8c3a5f187767e100b1e3d9f81b886ee5a58fa0780d5ba0e2a7ea6410dd191	554b50300100000005000000030000002000000001000000000000a006000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	8	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000000300000020001000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	52ef59a6ef590e1f6459683b0219196864e41f26bb54aaaa40a1f9de32993ffb	554b50300100000003000000030000002000100000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	9	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000000300000030000000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	b89b9e4edd3851c10c83bbd5fad7d3987f5d1b727bdc5d78342fac8fb0d1d190	554b50300100000005000000030000003000000001000000000000a006000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	10	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000000300000030001000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	fbd4a32adcc131e6450743f41f1623761ccbf467687f45a3c325e0583d063583	554b50300100000003000000030000003000100000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	11	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000001300000010001000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	4c264e12fa587d82f14f995f9a52e021d4a82c24e904352b11906be533f56ad8	554b50300100000003000000130000001000100010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	12	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000001300000020000000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	4617e77c1e6af64ecff910caefd3359a26c7d70b283698a8b7f2c6ffcb5d53ef	554b50300100000006000000130000002000000001000000000000a001000000000000a005000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	13	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000001300000020001000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	21c3a12f3ed7eaad4c87b806c7a23c54e4fdb360813eec992d28fa53d7db7cb4	554b50300100000005000000130000002000100001000000000000a006000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	14	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000001300000030000000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	8e05d1f2f9cb3bb73b09180d5719fd710670808cea687508bafd818112fb4ab3	554b50300100000005000000230000003000100002000000000000a005000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	15	9bc9dfa3e96b834a5bef030997750af877be01580d230295e4c7b8d92ff63966	1	554b5030010000000200000008000000000000001300000030001000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	9a52bdaf707aed01b1944ba5ee0a49faa409094312f671a367d16eac98333716	554b50300100000005000000130000003000100001000000000000a006000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
seed	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	4	5
unknotdb-frontier-manifest-v1
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
policy_limits	8	4
scramble_limits	2	512	16	5	12	1	1
enumeration	512	1	1
attempt	ordinal	target_key	scramble_cc	scramble_program	stop_reason	stopping_key	audit_sha256	inverse_edge_program	disposition
attempt	0	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000000500000000000000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	82bc20cf5df1603b55d35c3cf7ff0741eae15a682577149c95175cd49c202302	554b50300100000003000000590000000000000004000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	1	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000000600000000000000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	17142a36a0bc17f65557e10a14a09d89020d9ae2040b1e99b1732842dfbc4579	554b50300100000004000000090000000000100001000000000000a004000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	2	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000000100000000000000	PreferredCrossingChange	f8f7168052bfd627299ba0f6af54093bc0c30f03e481515ea077c2352e048fe3	a1986029669183eeafc7c02fff0b7016e99f2956f5f8b284862b29b8b2d67fa9	554b50300100000003000000410000000000000004000000000000a00800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	3	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000004100000000000000	PreferredCrossingChange	5ae65b252236ec3f2ec77b518e839b4ebfc24d56d40da3dcf7bab6f5df9c80b8	c6a29bb8907aeb8296044e69ec33fa5beca7ec84ea5c8aa72f5cdb4754ccea05	554b50300100000003000000010000000000000001000000000000a00800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	4	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000001200000000000000	PreferredCrossingChange	469a75f03b1e971b378b1579f66f858328132701d5ca2d010d243b5390dc6641	d45a7afc1b137494eab7c04ea42d65fe71858ece439b47d5e5bcc75f754124bb	554b5030010000000200000012000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	5	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000000300000010000000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	df0c0e8c64009192eef4119d093a563ea015b6cdf802aa89015de8603dccdd12	554b50300100000005000000030000001000000001000000000000a006000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	6	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000000300000010001000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	8133388b2a917431cc5f57f7366c3b38c48e000638f138fe424012f9a1d200bf	554b50300100000003000000030000001000100000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	7	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000000300000020000000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	cb85993b4dc188a9c519e293cd086f3d4a06014f807f69c963073ca7a6ac6d3e	554b50300100000005000000030000002000000001000000000000a006000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	8	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000000300000020001000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	28d1904cfde0563740613ccd3ed4b4892efe2071e7b6a7ba31dabb16fcebc5b0	554b50300100000003000000030000002000100000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	9	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000000300000030000000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	f6e8ece33e3af57fb9785d48ce9a2981a3156098b02ce4bd116d334dafa33427	554b50300100000005000000030000003000000001000000000000a006000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	10	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000000300000030001000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	29af85ddf4d86990b29050c376b228a525fb8209cc05c021ec3043992c3fe185	554b50300100000003000000030000003000100000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	11	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000001300000010001000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	29a30358e04938f8394ca4b2775ccb4a8b1eb07f7a31c5c9f33cb25a0cded66a	554b50300100000003000000130000001000100010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	12	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000001300000020000000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	6a232e3a4e8d204843c3f21c3e96dc43d53b72856657418bf8e6b20241db3d35	554b50300100000006000000130000002000000001000000000000a001000000000000a005000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	13	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000001300000020001000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	16d6fc4d1338f48cfc8e120ac25d08589b74f72fce3cd16296630da31e8cad1f	554b50300100000005000000130000002000100001000000000000a006000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	14	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000001300000030000000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	2e0276177de72143906151c4a36c0d7ce394c81e00d5534b86bc259fd01cdc10	554b50300100000005000000230000003000100002000000000000a005000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	15	d287b18fa69dab5ed56e66626b9a15fedd25b7969a719b234e76dbf2077558ba	1	554b5030010000000200000008000000000000001300000030001000	PreferredCrossingChange	9931be7ee4ca30da6fd313ddf1d37ca77bc19bbd651ce331b2df784f45c12af1	19a0061df929a8339a246d8ee0f4316b908bc771184c39c716cea4b15ae3dc94	554b50300100000005000000130000003000100001000000000000a006000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
seed	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	4	7
unknotdb-frontier-manifest-v1
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
policy_limits	8	4
scramble_limits	2	512	16	5	12	1	1
enumeration	512	1	1
attempt	ordinal	target_key	scramble_cc	scramble_program	stop_reason	stopping_key	audit_sha256	inverse_edge_program	disposition
attempt	0	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000000500000000000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	30aa0919e43eebbb0b647b1c9c6ea2b1fc35278b0dc31b62133f028ae1d478d0	554b5030010000000b00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0690000000000000007000000000000a004000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	1	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000000600000000000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	2a1402c0a8b3f8ae95727fe679ecabc994d9f1544cb770a89e0ea867f5c154b6	554b5030010000000a00000009000000000000001900000000000000030000002000000001000000000000a029000000000000000300000030000000090000000000100001000000000000a004000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	2	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000003100000000000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	0c1ab672168a809e039e4d284ccba58b6ec1c70377ea93a35591b1a77c3eba19	554b5030010000000a00000009000000000000001900000000000000030000002000000001000000000000a01900000000000000030000003000000001000000000000a006000000000000a031000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	3	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000000300000010000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	a3b331660309627226421df42fa0c840d19eb0285f4405e5a645dfd1106aeab9	554b5030010000000b00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0630000001000000006000000000000a000000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	4	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000000300000010001000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	7f667f5f83f8b37b665593853f5bdeaa1724e1eea4d19dd112be52a232053dff	554b5030010000000b00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0630000001000100006000000000000a000000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	5	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000000300000020000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	7fd29f3f84ba284ec582c9b52e5d9363bba977d6172fc6ab6af247e4e6f37880	554b5030010000000b00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0630000002000000006000000000000a000000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	6	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000000300000020001000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	2b1c0ebed306e39473fa23e62942c7fbf1727895203a34f698b5399ec41d3ecc	554b5030010000000b00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0530000002000000006000000000000a000000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	7	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000000300000030000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	c59af817db4215285c15e6c281a9de8ee14f62d3a4cf7028ccfeb10ea078110f	554b5030010000000c00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0130000003000000002000000000000a006000000000000a000000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	8	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000000300000030001000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	57d323f3fbdf6aa25d99f6149e627c8af84a784677858d8562cad0b299d7cf98	554b5030010000000b00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0630000003000100006000000000000a000000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	9	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000001300000010000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	fe1fb3794604e8bef7d581b45d5404349b7c36701cac2b34fbe9a445dfd575b5	554b5030010000000c00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0030000001000000002000000000000a006000000000000a010000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	10	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000001300000010001000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	189d5ca02b4e4000f0f88d243d5fc10d576252294b182b98560fb8d2a8c0e4ae	554b5030010000000c00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0030000001000100002000000000000a006000000000000a010000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	11	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000001300000020000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	b56f840ee84dd6da3341257362133cb27f08be73a56010eb7f84653283c5ef7d	554b5030010000000c00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0030000002000000002000000000000a006000000000000a010000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	12	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000001300000020001000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	58368e3b876537d5195b4cadcf4cc518bb841ada6c0cff0b442e2114c06eba2e	554b5030010000000c00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0030000002000100002000000000000a006000000000000a010000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	13	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000001300000030000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	18c70d6bfc82375b3086bc0b6f8f6ed3cc3546870bb8f5a21f4b3273f60c08a6	554b5030010000000c00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0030000003000000001000000000000a007000000000000a010000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
attempt	14	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000002300000010000000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	198f0c1932d4e1c9614a2ce82676fa07ba7075187450821e2e27ddc31f98070a	554b5030010000000b00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0130000001000000008000000000000a020000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
