representation_id	priority	strands	word	roles
braid:68282210c31e141091863e6610e01e22921785362b65454bf508294a4de73067	2	5	-1,2,3,-4,3,2,2,1,-2,3,-4,3,-2,3	bundled-knot-table
braid:684eaa16ddb636ea4e21a17396aac2133c2a43a730a85c6968c4a7841d9ba9db	2	5	-1,2,-3,2,-4,1,-3,-3,2,-3,4,-3,2,-3	bundled-knot-table
braid:68dab0175c4304362004c8d829704eaad59f33bd9aafdbffbe021f92084908cd	2	5	-1,-2,3,-4,3,-2,-4,1,3,-2,3,-4,3,-2	bundled-knot-table
braid:68dd962b0860e328341c1f1f6c98ecde9b23d8721c424d94db27cb8fd82a13ce	2	5	-1,-2,3,-4,3,3,-2,1,3,-2,3,-4,3,-2	bundled-knot-table
braid:69b8c898de4f131511773077e557cbce096a2291e99edd22d9b5585e023f2d64	2	5	-1,-2,3,3,-4,3,-2,1,-2,3,-2,-4,3,-4	bundled-knot-table
braid:69ce4d6bb0aeb8af4e3118325df89d14369c729e8cd4334c1680e6ca833440e6	2	5	-1,2,3,3,-4,3,2,2,1,-2,3,-4,3,-2	bundled-knot-table
braid:6bdaeb2b6d4059fab2b3516b8b23354ae49a218e035a0c2723b6e263f67c1cb1	2	5	-1,-2,3,-2,-4,1,3,-2,3,2,-4,-3,2,3	bundled-knot-table
braid:6d07a8a90898bb1273e533509ab76e9883927293e537e189db86415219779a03	2	5	-1,2,-3,4,-3,2,2,1,2,-3,4,-3,-3,2	bundled-knot-table
braid:6d2723b9b4af6a4ebad630a6d45e1615dfb6f1c781f2f1ea7d87fed234d5df1e	2	5	-1,-2,3,-2,1,-2,3,-2,-4,3,-2,-4,3,-4	bundled-knot-table
braid:6e9f19f46a68f6e03587df7482066566a3290769ecd1353c452593a44185bb3b	2	5	-1,2,-3,4,-3,2,2,1,2,-3,2,4,-3,2	bundled-knot-table
braid:6f0145461e48aded650d66d0164bd381e0b3e39179d7f39bae6b3edcf1a4ef80	2	5	-1,-2,3,-2,-4,1,2,3,-4,3,3,2,-4,3	bundled-knot-table
braid:70331aeb55ddb88247a6d8c88a84bb9c8140b53fbab1da082c0e86de97a23827	2	5	-1,-2,3,-2,-4,1,-2,-2,-2,3,-2,-4,-4,3	bundled-knot-table
braid:70eb3af9601268a76ee16b6bbc6900b45e7c5fad7a703377becab3ccd18fcba3	2	5	-1,2,-3,-3,2,-3,-4,-3,-3,2,-1,2,-3,4	bundled-knot-table
braid:71671f2e1b571ca577cd4325da5b9e4eb0aa19a0d6cf048800986ac41884ef9e	2	5	-1,-2,3,-2,4,1,-2,3,3,4,4,3,-2,3	bundled-knot-table
braid:72b8cb165f79dbaec3a44304ab369e97b01a07665a5ef583adbb1c603c2a80ae	2	5	-1,2,-3,2,2,-3,4,3,-2,-1,3,2,-4,-3	bundled-knot-table
braid:731371259c580e31d82f32c4126cea758c96ee3633ef14da49714f9cd4f29d29	2	5	-1,-2,3,-2,-4,1,-2,-2,3,-4,3,-2,3,-4	bundled-knot-table
braid:737b886a2db2551d4ebecf2bf359a1f9cbfdc33033203376be539b8c9bb2c727	2	5	-1,-2,3,-2,4,1,2,-3,2,-3,4,-3,2,4	bundled-knot-table
braid:74950d542fc3f899a0324872edc77789d84c5ebf128e01cf2d8045767af21913	2	5	-1,-2,3,-2,4,1,-2,3,-2,3,3,4,4,3	bundled-knot-table
braid:7a2a622632abb1c5665d768fd8cfb7d13ac34720eeffc6df3d42fa1eb911f100	2	5	-1,-2,3,-2,1,-2,3,-2,3,-2,-4,3,-2,-4	bundled-knot-table
braid:7b56964de736ceff39ffbf59dedf906a169cedb8cb3c99b928029eb1a6890d38	2	5	1,1,2,2,1,-3,-4,-3,2,-3,4,-3,2,-3	bundled-knot-table
braid:7bf96a14d36580686f60e1db8fe4fd37612c944383fb23a79ae1642921cea735	2	5	-1,2,-3,2,2,-3,4,-3,2,-1,-3,2,-4,-3	bundled-knot-table
braid:7da0f694b5ed8ace682ba25d2f4af89b02eb13514039c6e5bde2c48740e8734a	2	5	-1,-2,3,-2,1,-2,3,3,3,-2,4,-3,4,4	bundled-knot-table
braid:7f6f6cc6814224661c1d71f5201688663fff34d36a3c78058ea0d3464f13f9e8	2	5	-1,-2,3,-2,-4,1,-2,3,-2,-4,-4,-4,-4,3	bundled-knot-table
braid:8208ef0a2147d18953104a4c9d2223d45403d13dac665439bd0beb85264f6d12	2	5	-1,2,-3,2,2,1,2,2,-3,2,4,-3,4,-3	bundled-knot-table
braid:829e3dd8a0519a41a33a1b7765c0793c8227e610cc7d2915934bf616d69162e0	2	5	-1,-2,3,-2,1,-2,3,-4,3,3,-2,3,-4,-4	bundled-knot-table
braid:84a4dbf9af5b115ea417163855882fcfa63c142f72b87472cc7035f2f457c925	2	5	-1,-2,3,-4,3,3,-2,1,-2,3,-4,3,-2,3	bundled-knot-table
braid:89b8cf6d2b23fb9d960a20bbda22d4762eb200812483b33b5fa1acbb0f85c684	2	5	-1,2,3,-4,3,2,-4,2,1,-2,3,-4,3,-2	bundled-knot-table
braid:8beb3eccf3ef253934ab416affef279009b436081a40aa41835a1251fa3b043b	2	5	-1,-2,3,-2,-4,1,3,-2,-4,3,-2,3,3,-4	bundled-knot-table
braid:8ce0044c34c468b7a17e57ec1b1f6bc43136087aa206b13b3635ac543f9e2852	2	5	-1,-2,3,-2,4,1,-2,3,3,3,-2,4,4,3	bundled-knot-table
braid:8e7d4ca5b68b230c48e02f906ba451cf5ea5a36f76f0f155bcde5dd43df61be0	2	5	-1,-2,3,-2,1,-2,-2,-2,3,-2,-4,3,-4,-4	bundled-knot-table
braid:8fdf1c1c6ef78d7d11f4626198d06b0faca790163c526259acced84996b543ed	2	5	-1,-2,3,-2,-4,1,3,-2,3,3,3,-4,3,-2	bundled-knot-table
braid:9030d0239310bdf613af3af353b4b84fffb465688915fc8dc12a0ebcbb4d9678	2	5	-1,2,-3,2,2,1,2,-3,4,-3,-3,2,-3,4	bundled-knot-table
braid:907e7663f3014ed25a5c9a6d7d8daadd0df76eef1cfc8a9f214ffaeba148f47a	2	5	-1,2,-3,2,4,2,1,-2,-3,4,-3,-2,-3,4	bundled-knot-table
braid:91cf0cfbec96e18b27b28add5098b64c21da64a50e95924607165b3b22179f18	2	5	-1,2,-3,2,4,3,3,2,1,2,-3,4,-3,2	bundled-knot-table
braid:9349b39474c13e2d0defa279a64bdc400d1698b4107cf11e0b336430687362b7	2	5	-1,-2,3,-2,-4,1,-2,-3,-3,-2,-4,3,-2,-4	bundled-knot-table
braid:93ca64616d81daeaa52d0666de0809a73da8a66eac78b0f58a524997ac9262cb	2	5	-1,2,3,-4,3,3,2,1,2,-3,2,-4,-3,2	bundled-knot-table
braid:96168699a56d8ca1fe98aeb1249440da87ae769f70112dfc4fc27162a61b8d8f	2	5	-1,-2,3,-2,-4,1,-2,3,-2,-4,-4,3,-4,-4	bundled-knot-table
braid:989e7848e39a148342114a18bd5a99564b4b0e7bf908856b55c74e4f927001a9	2	5	-1,-2,3,-2,-4,1,3,2,-4,3,-4,-3,-3,2	bundled-knot-table
braid:9ae8ac1a562df3b3e47cafda5f233280cc21671acb948ac633af473e9bc93fd8	2	5	-1,-2,3,-2,-4,1,-2,3,3,-2,-4,3,-2,-4	bundled-knot-table
braid:9c330f0c54d7dd5bf785c419c12d6e6b4bb55b17f5bfdbbf7a7d2caada2c9102	2	5	-1,-2,3,-2,-4,1,-2,-3,-3,-4,3,-2,3,-4	bundled-knot-table
braid:9d2a3d553ffc773ec203207d68b647780892a5f83e02ea63738df95758b7c256	2	5	-1,-2,3,-2,4,1,-3,2,4,4,-3,4,-3,2	bundled-knot-table
braid:9d3cfe3f3a079437a097d984a5d3b9141b303d64d21eea03266bcc33466bf71e	2	5	-1,-2,3,-2,1,-2,3,-4,3,-2,-4,3,-4,-4	bundled-knot-table
braid:9d95b550557ddb64bb9c17d9181b560a581087bcc65c6504006cc996d3f35066	2	5	-1,-2,3,-2,-4,1,3,-2,3,-2,-4,3,3,-4	bundled-knot-table
braid:9db07994b5fa61ef91724e47f69381dac7e63330c815228047f37966c2dec6f0	2	5	-1,2,-3,2,2,1,2,2,3,3,2,4,-3,4	bundled-knot-table
braid:9e38c8dfbc1f713100caa95163cbaac0fe2abbbeb6c1aa66c73293580c08a0b2	2	5	-1,2,2,3,3,2,1,2,-3,2,4,-3,2,4	bundled-knot-table
braid:9eeadd2e56b1b5c63fa6ac9856056be54decccd504e0f0484bd5a4b6f126dba8	2	5	1,1,2,2,1,-3,2,-3,4,-3,2,-3,2,-4	bundled-knot-table
braid:9eee19053d7dedb3de8db769a924f2a0e5981ee8f297204c5b3b36be46266763	2	5	-1,-2,3,-2,-2,3,4,3,-2,-1,3,2,-4,3	bundled-knot-table
braid:9fbb76ce955bda8c0f71bf4ed34a8e68f5cf1ab9e2090f6da3a8fefdff14e886	2	5	-1,2,-3,2,4,2,1,-3,2,-3,2,4,-3,2	bundled-knot-table
braid:9fdf62f8e9ab8f9dcedc4297e60801a18f701fa9cd723a32a18c1a2167477d0f	2	5	-1,-2,3,-2,-4,1,2,3,3,-4,-4,3,2,3	bundled-knot-table
braid:a0461dc49c73a7f23676a989116bb03825078fba485c466e1e8f15481aea1091	2	5	-1,-2,3,-4,3,-2,-4,1,3,2,3,-4,3,2	bundled-knot-table
braid:a0b6d91df2970d9081dbfca761ffa373b7e3a038dcb04a3ed8f12ba8dbdff40c	2	5	-1,2,-3,2,4,-3,2,1,2,-3,-4,-3,2,2	bundled-knot-table
braid:a1ff31f4e548dd3eb065848f521d0418aa8dabe2f7343f596a361a3ae40aad25	2	5	-1,-2,3,-2,1,-2,3,3,-4,3,-2,3,-4,-4	bundled-knot-table
braid:a2bbcdbae04ff17d737789e5a2d10c808625de23d57d46e2c3cbf39d41c80a80	2	5	-1,-2,3,-2,-4,1,-2,-2,3,-2,-4,3,-2,-4	bundled-knot-table
braid:a3bb5417daa574f853a37b966b5309a3e22e6ed17c5f6e340fe62b0609b41923	2	5	-1,2,-3,-3,2,-3,-4,3,3,2,-1,2,3,4	bundled-knot-table
braid:a4f9b22629b72cc2d6b45f4266f9005ee15f3bad81fd752e93a4ac797a7c35b1	2	5	-1,2,-3,4,-3,2,1,2,-3,-4,-3,-3,2,-3	bundled-knot-table
braid:a5d96eb77b46c53fbe5db7c0d3dc5d123a70ffe7731e34b03e97803478f07f9c	2	5	-1,2,-3,4,-3,2,4,2,1,2,-3,4,-3,2	bundled-knot-table
braid:a64b33c7d2264647c1f08ce8f32f7f8c55c51c671d264320112958d968db25aa	2	5	-1,2,3,3,-4,3,2,2,1,2,3,-4,3,2	bundled-knot-table
braid:a65db64bde43be88ddc67d11d1af155b7e84ef7ad068f9e799ab67e21dca9287	2	5	-1,-2,3,-2,-4,1,3,-2,-4,3,-2,-4,-4,-4	bundled-knot-table
braid:a6776e80fd3457a5fb48c6bf04067979861b5fc148812896c5aa56bf53c318d5	2	5	-1,-2,3,-2,-4,1,-2,3,-4,3,-2,3,-4,-4	bundled-knot-table
braid:a997d31cd3738cd044530717e154316aa3a0a0fbcf6a67d3c9cae64cd47b7bb3	2	5	-1,-2,3,-2,4,1,4,2,-3,4,-3,2,4,3	bundled-knot-table
braid:aa8cd540b84df8f733f7620db5b89404fd6eaf70166d7f3fc95b6168f364a1ef	2	5	-1,-2,3,-2,-4,1,-4,-4,3,-2,-4,3,-2,-4	bundled-knot-table
braid:acb40e48e2974cad06e4290f9519101e551ab70fe7078b39d827415326100954	2	5	-1,-2,3,-2,-4,1,3,-2,3,-4,3,-2,-4,-4	bundled-knot-table
braid:ad7cb7c9efa062af72913f21bbbe24534b1f84ab4c1c86049e9b03c56eac248e	2	5	-1,2,2,3,3,-4,3,3,2,-1,2,3,4,3	bundled-knot-table
braid:ae0c7dcc9f49d1da8cf43dd4b4aa3c57a481e18943c920fb54cc09990d92a163	2	5	-1,-2,3,-2,-4,1,3,-2,-4,3,-2,4,4,4	bundled-knot-table
braid:ae262db859bf91c8f7bb201e559a8f0889869d00d1b0d9ff27dce6f988896aa3	2	5	-1,-2,3,-2,-4,1,-2,3,3,3,-2,-4,-4,3	bundled-knot-table
braid:ae392a2f7262eb4665ae7e1761c052ea2edd561b2224313cbefa9e9f40729eb2	2	5	1,1,-2,-2,1,-3,2,-3,4,-3,2,-3,2,-4	bundled-knot-table
braid:af25532f2c6271c7ea1f384e20b275de180f28ea6c226c84442718dce73adcfa	2	5	-1,-2,-2,3,-2,1,3,-2,3,4,3,2,3,-4	bundled-knot-table
braid:af8383590d1e9a29254b4104438213266facc92caf62dcc76221677122843909	2	5	-1,-2,3,-2,-4,1,-2,3,-2,-4,-4,3,-2,-2	bundled-knot-table
braid:b0adc4f094f873f4754406194c1e455a839f1964d9dd40cddbf1158ba9cb4834	2	5	-1,2,-3,-4,-3,-3,2,1,2,-3,2,4,-3,2	bundled-knot-table
braid:b17d4a735c35c47b5dbe2917d17a8a71f012100720cb357ed3ffa6c9bde9198d	2	5	-1,-2,3,4,3,3,-2,1,3,-2,-4,-2,3,-2	bundled-knot-table
braid:b1b781b247852252fa4689ddfb0917ad99ee90cc5fabb1c08a12cbb57c8aeeef	2	5	-1,2,3,-4,3,2,2,1,-2,3,-2,-4,3,-2	bundled-knot-table
braid:b2a41d14846adaa401a37f0314b2c7ea420521d1242233c4c07b9d9adea516e4	2	5	-1,2,3,-4,3,2,2,1,-2,3,-4,3,3,-2	bundled-knot-table
braid:b31f3eb59ca6a4342ec50e333cadf3810f13ecf5398d08d44bcfd22b9f7744af	2	5	-1,-2,3,-2,-4,1,-4,-2,3,-4,3,-2,-4,3	bundled-knot-table
braid:b42170c4164ef1684b7b7672535805ed87f3ed082a8aeeb3dc3586d2542b5594	2	5	-1,-2,-3,4,-3,-2,1,-2,-2,3,-2,4,3,-2	bundled-knot-table
braid:b81e118213f042ff5d85ca8cc52817a07c402689ee6c43bb659f3cb3108187c5	2	5	-1,-2,3,-4,3,3,-2,1,-2,3,-2,-4,3,-2	bundled-knot-table
braid:bb1f61f236babd6ce270a6d2b7da579084e44c93f1b0e48c6e0d6241e512da44	2	5	-1,2,2,3,3,2,-4,1,-2,3,-2,-4,-2,3	bundled-knot-table
braid:bbd10de8fef0acf754091f8fde6b2ac9be7ceadaf215ad1bafdaca2af2601a74	2	5	-1,-2,3,3,-2,3,-4,-3,-3,2,-1,2,-3,4	bundled-knot-table
braid:bbe914107b16aad91987d87c80270552cfe6510c9f6e5b804c386bb3b1f56ca8	2	5	1,1,-2,-2,1,3,3,4,-3,2,-3,2,-4,3	bundled-knot-table
braid:bf244f5f03b82eeb2d785766714365482bff9189cfe4540bb18f2a50435417a2	2	5	-1,-2,3,-2,-4,1,-4,2,3,-4,3,2,-4,3	bundled-knot-table
braid:c0c17a10e245cf5ea4b8f4809aa5f072cc292e2cf8c98b4976455ffa5ac95031	2	5	-1,2,2,-3,-3,2,4,1,2,-3,2,4,2,-3	bundled-knot-table
braid:c0c53558b6fc5f4313fd4f2a5f4aba200c3e8b9cc436723c8f650e0d4f9d9039	2	5	-1,2,3,-4,3,3,2,1,-2,3,-4,3,-2,3	bundled-knot-table
braid:c222d45a82dbacaefee8f0039a24f4bc61e2e19a76c6d192473d84a43482fff4	2	5	-1,2,-3,-3,4,-3,2,-1,-3,2,-4,-3,-3,-3	bundled-knot-table
braid:c2648c77695971b9d5769798daf7ebc15577993feaba0ab29fa9e5277c037ae2	2	5	-1,-2,3,-4,3,3,-2,1,2,3,-4,3,2,3	bundled-knot-table
braid:c31e52ac93db440a262a0ee5a8681b7c2ae01661360800f5305a1d088819861c	2	5	-1,2,-3,2,4,1,3,-2,3,-2,4,-3,-3,4	bundled-knot-table
braid:c3b93a5e53b3f0a05d7b442944b779cd5a8782a161315beccb7bac1a7be88f6d	2	5	-1,-2,3,-2,4,1,-3,2,4,-3,4,-3,-3,2	bundled-knot-table
braid:c713343f3917e2e1642a72dd8aa7cc1dbe45d50f1d57f10986af65cbc86609ad	2	5	-1,-2,3,-2,4,1,2,-3,2,4,-3,2,4,3	bundled-knot-table
braid:c8aafb17fa7204955760a7d181d59b6314752c9f8a7d8235b3d19417d62a6a80	2	5	-1,2,-3,2,4,-3,2,1,2,-3,4,-3,2,4	bundled-knot-table
braid:c99c9ef88a0a3ae8ca3344cc87bdd23b82826d013cddf8a518457e7eb460d301	2	5	-1,2,-3,-4,-3,2,1,2,3,2,4,2,-3,-3	bundled-knot-table
braid:ca2b37d0060ea498904aa09891e23428389683914a9b6f85a2266e610eac2f57	2	5	-1,-2,-3,4,-3,-2,1,2,-3,2,-3,4,-3,2	bundled-knot-table
braid:cb37ad1cbb9d78ecbdb93ed8a56e33c5f595b9be9b0d4f5b05d2b35bdafcc575	2	5	-1,-2,3,-2,1,-2,3,3,3,-2,-4,3,-4,-4	bundled-knot-table
braid:cbd9bab49928777114a35c6734d2d8d264213e8e8c6ccd1ee1d5bb71993eda6d	2	5	-1,-2,3,-2,1,2,-3,4,-3,-3,2,-3,4,4	bundled-knot-table
braid:cc557e96277f35e0c80239cf8de95bdc3dd9f533eb0268fbdf4a02ae3e42c879	2	5	-1,2,-3,-3,-3,4,-3,2,2,1,2,-3,2,4	bundled-knot-table
braid:ccf41983012e695c5e82dac6bf598ee29f1f30e6d40e4f8d563dab3e36f4e830	2	5	-1,2,-3,-3,4,-3,2,1,-2,3,-2,4,-3,4	bundled-knot-table
braid:cd690bbf9c6922b9268b2a9cbd301f413c5c2234b07df129bedfa64b11c6d23e	2	5	-1,2,3,-4,3,2,-4,2,1,2,3,-4,3,2	bundled-knot-table
braid:ce0c1439c3c21554e2d2fc0f6dd948d8534de13ad70c1b0058c8c97417cc1ea5	2	5	-1,-2,3,-2,4,1,-2,-3,-3,4,4,-3,-2,3	bundled-knot-table
braid:cf8625867cdbd5f09ae4e5097265f2d22730c7d4814847b96bf3422830f71550	2	5	-1,2,-3,4,-3,2,1,2,-3,2,-3,4,-3,2	bundled-knot-table
braid:d00081c7ed2992cc5fd97e25c5a7062326f9cefb441d589f2e1b3ec61e1e46b1	2	5	-1,2,3,-4,3,2,2,1,2,3,-4,3,2,3	bundled-knot-table
braid:d0dac0abde1e3eaeff09f79fd36db4a17346c085657d99a469740d649db20ba5	2	5	-1,-2,-3,-4,3,-2,1,-2,3,3,4,-3,-2,-3	bundled-knot-table
braid:d17b932d9af4e2807b05830c97eae091b831817fa7e956713fae1ffeaf5cbc3c	2	5	-1,-2,-3,4,-3,-2,1,-2,-3,2,-3,-4,-3,-2	bundled-knot-table
braid:d1f075f125194aab082d55c7278c17dad48705cf29661c8dfa90f7f56c747666	2	5	-1,-2,3,-2,1,2,-3,2,4,-3,2,4,-3,4	bundled-knot-table
braid:d35ec18a8794a9988a5a0c64e4ff8c1b67f2cb6b16071dc64d6c0db8a1591950	2	5	-1,-2,3,-2,-4,-2,-2,1,3,-2,3,-4,3,-2	bundled-knot-table
braid:d482304aca169d0f9273999a04cf1ebc2d40fb15a9e4430aba02102444751661	2	5	-1,2,2,3,3,2,1,-2,3,-2,-4,3,-2,-4	bundled-knot-table
braid:d51540a4e9c6e812b79fb81506a602b4052368629ddbab0b59e42bd8dc4564bd	2	5	-1,2,3,-4,3,2,1,2,3,3,4,3,2,2	bundled-knot-table
braid:d5233d39cd58a35b877649b235ec684c9062435d92b73458c8db3aa5781b8d7f	2	5	1,1,2,2,1,-3,-3,4,-3,2,-3,2,-4,-3	bundled-knot-table
braid:d55315a89bd1308113b7501c8ae48358be775194975f81402e913cfb6465587d	2	5	-1,2,-3,2,4,1,-3,-3,2,2,-3,-4,-3,2	bundled-knot-table
braid:d58e29997e7ec8c912b41d13dbcbbe34023652b331fabd27c67f4df5036d327d	2	5	-1,2,-3,2,4,-3,-3,2,1,2,-3,4,-3,2	bundled-knot-table
braid:d6c752a13f1ab3d8545d37510e140dca038fff4545c5c85176029fc8bf744051	2	5	-1,2,-3,2,1,2,2,-3,2,-4,-3,2,-3,4	bundled-knot-table
braid:d6ec317986f8c2d9c1ddedc3e31060027e10a43fb2fe715b1cc0fe08573cf8c9	2	5	-1,-2,3,-2,-2,3,4,-3,2,-1,-3,2,-4,3	bundled-knot-table
braid:d7515a0dcdc388dcdb9a5017dbcc0b6d3dbc9e847cc02c096604f0d14304bdb6	2	5	-1,-2,3,-2,1,-2,3,-2,3,-4,3,-2,3,-4	bundled-knot-table
braid:d8ece9acef0d676f259d6f9313ca2c0cb912c199d80f01cbc3f8992f9f33aa70	2	5	-1,2,-3,4,-3,2,1,-3,2,-3,4,-3,2,4	bundled-knot-table
braid:db515f7ceef1dd1bf0fa6997a5a37554be3294030329982e36971e06d60f2cff	2	5	-1,-2,3,-2,4,1,2,-3,2,4,4,-3,2,2	bundled-knot-table
braid:dc7de3d883170cdab5d0206a305d822c557f860137601315230efcaacf750af7	2	5	-1,2,-3,4,-3,2,4,2,4,1,2,-3,2,4	bundled-knot-table
braid:dcb8a6c0065ea05f5338e5f675cf13f455c45ae99fa9ff6f17a028b9501cdc84	2	5	-1,-2,3,-2,1,2,-3,4,-3,2,4,-3,4,4	bundled-knot-table
braid:dd3da7d21dd71314e7d2a3fafab3361c02426f76c9db91f20c6b47840b98d04f	2	5	-1,2,-3,2,-4,2,2,1,-3,-2,-3,4,-3,2	bundled-knot-table
braid:dd579742418d3dbddfbe615edb9c388179bfaaa1b51ffa6e34b2f780823b86d9	2	5	-1,2,-3,4,-3,-3,-3,2,2,1,2,-3,2,4	bundled-knot-table
braid:de38dc5564a28dbf0eccc5db7b2e68e6130c13105e6eb72dc4ff51ce1f8c3cb4	2	5	-1,-2,3,3,3,-2,-4,1,3,-2,3,-4,3,-2	bundled-knot-table
braid:dedbcbe15b1a0339aef03d70d5ea215687010081bad4da1a6a12df62392df2e9	2	5	-1,2,-3,2,-4,-3,2,1,-3,2,-3,2,4,-3	bundled-knot-table
braid:defec2677c684390c6dd90aa62a000272b6bcd74c6e7de835bfb8452463b3bc3	2	5	-1,-2,3,3,-4,3,-2,1,-2,3,-2,3,-4,3	bundled-knot-table
braid:dfdc5516cc8e6ea324171eb7264ed58bba7cbafa16ac7a04d914a1c235ac9191	2	5	-1,2,2,-3,-3,2,1,2,-3,4,-3,2,-3,4	bundled-knot-table
braid:e0edb976ede796e386e70eb68d9e5ad5d8a8e119007596382901e3664d9b4327	2	5	-1,-2,3,-2,4,3,-2,1,-2,-3,4,-3,-2,4	bundled-knot-table
braid:e232e1b5bfcbd5f44a3343c98aa309d3a480edc793b2df793720b16d7366a65b	2	5	-1,-2,3,-2,-4,-2,3,-2,1,-2,3,-2,4,3	bundled-knot-table
braid:e30a357dc3bd2f37790c0501a34aa6208d03225a1f69f5393fd2a325c363a7fa	2	5	-1,-2,3,-2,4,1,2,-3,-3,4,4,-3,2,3	bundled-knot-table
braid:e3ffa0c78d080a67e8952cd7182ccf5a93d912ff2e4f68ca641a6c87ebc2a5a4	2	5	-1,2,2,-3,-3,-4,3,3,2,-1,2,3,4,-3	bundled-knot-table
braid:e4d8bf76f5d7e7ff404b645f221893896c06a4400b93b34d40f5425faf2707e7	2	5	-1,2,-3,-4,-3,2,1,2,-3,-3,4,-3,2,2	bundled-knot-table
braid:e508e18e6954bcff8a9ddf3382c71049a2a006b82e6cfe662175b8e786c8c70c	2	5	-1,2,2,-3,-3,2,1,2,-3,2,4,-3,2,4	bundled-knot-table
braid:e53daf3c3a13ea11d614f2ca66c38b359492af5abc2f8cddd4d1de71aeace35a	2	5	1,1,-2,3,-2,3,4,3,-2,3,-2,-4,1,-2	bundled-knot-table
braid:e8bdcce26a0c986de89c5ed7d610607abdb4151a893e66104f4d58d71c3165a9	2	5	-1,-2,3,-2,-4,1,2,3,3,-4,3,2,3,-4	bundled-knot-table
braid:e9504d868c64ebf101d69aab4153558e80db66d05fa51c976f22483970119ad2	2	5	-1,-2,3,-2,1,-2,3,-2,-4,3,-4,-4,-4,-4	bundled-knot-table
braid:ebf676023d1e13b524935ab32b7e0eb35ff1c237fca75ddfc48090f226030849	2	5	-1,2,-3,4,-3,2,4,2,1,-2,-3,4,-3,-2	bundled-knot-table
braid:edd8ec95f918b2f3b6d874de771916c3aa1a5c28594147e3087cf99916df7b1f	2	5	-1,2,-3,4,-3,2,1,2,2,-3,2,4,-3,2	bundled-knot-table
braid:ee758c52b9421517dc99aef2eb7f9f1c141ad98627189937a20926d8fa321e6e	2	5	-1,-2,3,-2,4,1,-3,-3,-3,-2,4,3,-2,4	bundled-knot-table
braid:ef4dcd49cddf82f14add97280f3cbd8b88ebeffaf1fbe8c73d10ba6c6f7f700f	2	5	-1,-2,3,-2,4,1,-3,-2,4,-3,4,3,3,-2	bundled-knot-table
braid:f0f852d1a8df31423e451b275ec9b11740a63b8d1f4764a6b3da8fdc67131276	2	5	-1,2,3,-4,-3,2,1,2,-3,-3,4,3,2,2	bundled-knot-table
braid:f1229eae7b4976506d49605fe892b234f362b82ae69e9adea9bccab10a3522e8	2	5	-1,-2,3,-2,-4,1,3,3,3,-2,-4,3,-2,-4	bundled-knot-table
braid:f178b4ad5d4254d8e8fc460514d9e75a1f3c69971d9d17827c0be8d8d55c404c	2	5	-1,-2,3,-2,-4,1,-2,3,-2,3,3,-4,-4,3	bundled-knot-table
braid:f44f608a049339c7d306fc10fe60c4192998f69a55dc29f975e1d5b3ad183bec	2	5	-1,-2,3,-2,4,1,-2,-3,4,-3,-3,-2,4,3	bundled-knot-table
braid:f48e1e228bc028673ff7721b09cbadad93150f5eac49b3842ea34f03e572ace1	2	5	-1,-2,3,-2,-4,1,2,-3,-3,-3,2,-4,-4,3	bundled-knot-table
braid:f54097c0b872241900c49fc90ad276cea27e6503a31ab224c064e6d8a0294343	2	5	-1,-2,-2,-3,-3,-4,-3,-3,2,-1,2,-3,4,-3	bundled-knot-table
braid:fb039fe1fe0f3f2dd09d380760cfe054be5d74283bb1bd0df58924c54797454c	2	5	1,1,-2,-2,1,3,-2,3,4,3,-2,3,-2,-4	bundled-knot-table
braid:ff2ec4165794fbdea1336f710041d15ca7f2c9af31f7eefd71214aae25cc24f6	2	5	-1,2,3,4,3,2,1,3,2,3,-4,3,3,2	bundled-knot-table
braid:002f21e27bea3372e072dc3cf3000c32a8d664a16ec41f9cc4489cce657c86f5	2	5	-1,-2,3,-2,3,-2,-4,3,-2,1,3,-2,3,4,3,2	bundled-knot-table
braid:0047c7c964213c3d16d9f6954d188ec49ffbc8bf07eb2d746063f9ecf0af3c07	2	5	-1,-2,3,-4,-3,-2,1,-2,-3,4,3,3,-2,3,3,-2	bundled-knot-table
braid:009e2c828fd2e5a1fec5080b21c0add49bc37f5565a34bfc271930f657b6eebd	2	5	-1,2,-3,2,4,-1,-3,2,-3,-4,3,2,-1,-1,2,2	bundled-knot-table
braid:0112c4af8b0e50d0d1fccb1970150b94643a90fa8d2b67ec513761631b88f27f	2	5	-1,-2,3,-4,3,-2,-2,-2,3,-2,1,-2,3,4,3,-2	bundled-knot-table
braid:02123f3dfe0be599744d1d01ecc81763ff47d0bacdda21bcf5d57d1398cd49da	2	5	1,-2,3,-2,4,-2,1,3,3,-2,-2,-2,3,-4,-3,-2	bundled-knot-table
braid:031432e825b0d1af98238883de818efe16a7bcb380afb78efb569e8b6bc3d56c	2	5	1,2,2,3,-2,1,-2,-3,4,3,-2,1,3,-2,3,-4	bundled-knot-table
braid:039ebbd323435c156d58ddf2a40bf51d7701606b2d6f8ba26aba33ff1ca70706	2	5	-1,-2,-3,4,3,3,-2,1,-2,-2,3,-4,-3,-2,-2,-2	bundled-knot-table
braid:03ecf5229f80a096fa9063e207517ebeae11ace862320f25c90822560a664371	2	5	-1,-2,3,-2,-4,3,-2,1,-2,3,3,3,3,4,3,-2	bundled-knot-table
